MovementID,ItemID,WarehouseID,MovementType,Quantity,MovementDate,ProcessedBy,Reference,Notes
MV00416,ITM0020,WH005,IN,28,2024-08-07,USER003,REF-416,
MV00433,ITM0016,WH003,IN,9,2024-08-07,USER002,REF-433,
MV00442,ITM0006,WH005,IN,581,2024-08-07,USER006,REF-442,
MV00476,ITM0035,WH004,OUT,-35,2024-08-07,USER005,REF-476,
MV00543,ITM0014,WH005,IN,20,2024-08-07,USER005,REF-543,
MV00918,ITM0050,WH004,ADJUSTMENT,-90,2024-08-07,USER006,ADJ-918,Damage
MV01157,ITM0079,WH003,ADJUSTMENT,-16,2024-08-07,USER001,ADJ-1157,Recount
MV01768,ITM0099,WH002,IN,356,2024-08-07,USER004,REF-1768,
MV02126,ITM0100,WH002,ADJUSTMENT,-89,2024-08-07,USER004,ADJ-2126,Lost
MV02234,ITM0048,WH003,OUT,-94,2024-08-07,USER007,REF-2234,
MV02441,ITM0099,WH002,IN,4,2024-08-07,USER005,REF-2441,
MV02656,ITM0093,WH005,IN,60,2024-08-07,USER007,REF-2656,
MV00631,ITM0056,WH003,IN,49,2024-08-08,USER001,REF-631,
MV00819,ITM0036,WH002,ADJUSTMENT,-27,2024-08-08,USER006,ADJ-819,Damage
MV00841,ITM0020,WH001,IN,64,2024-08-08,USER006,REF-841,
MV00936,ITM0057,WH004,IN,50,2024-08-08,USER006,REF-936,
MV01715,ITM0061,WH005,OUT,-63,2024-08-08,USER006,REF-1715,
MV02222,ITM0011,WH002,OUT,-97,2024-08-08,USER003,REF-2222,
MV02870,ITM0065,WH005,IN,60,2024-08-08,USER006,REF-2870,
MV00258,ITM0066,WH003,OUT,-72,2024-08-09,USER001,REF-258,
MV00502,ITM0080,WH005,ADJUSTMENT,-45,2024-08-09,USER006,ADJ-502,Lost
MV01217,ITM0070,WH002,IN,26,2024-08-09,USER003,REF-1217,
MV01542,ITM0004,WH004,OUT,-40,2024-08-09,USER002,REF-1542,
MV01954,ITM0065,WH004,OUT,-57,2024-08-09,USER003,REF-1954,
MV02444,ITM0061,WH002,ADJUSTMENT,-95,2024-08-09,USER004,ADJ-2444,Found
MV02494,ITM0023,WH004,OUT,-18,2024-08-09,USER005,REF-2494,
MV02521,ITM0004,WH002,IN,29,2024-08-09,USER002,REF-2521,
MV02530,ITM0051,WH003,OUT,-39,2024-08-09,USER002,REF-2530,
MV02646,ITM0054,WH001,IN,42,2024-08-09,USER002,REF-2646,
MV02940,ITM0047,WH005,OUT,-54,2024-08-09,USER007,REF-2940,
MV02992,ITM0099,WH001,OUT,-27,2024-08-09,USER005,REF-2992,
MV00465,ITM0066,WH001,OUT,-83,2024-08-10,USER005,REF-465,
MV00471,ITM0035,WH003,OUT,-54,2024-08-10,USER004,REF-471,
MV00512,ITM0092,WH001,IN,10,2024-08-10,USER002,REF-512,
MV00627,ITM0077,WH002,OUT,-7,2024-08-10,USER003,REF-627,
MV00684,ITM0016,WH003,IN,85,2024-08-10,USER002,REF-684,
MV00737,ITM0071,WH004,OUT,-54,2024-08-10,USER003,REF-737,
MV01064,ITM0099,WH001,ADJUSTMENT,-67,2024-08-10,USER003,ADJ-1064,Found
MV01280,ITM0002,WH003,IN,58,2024-08-10,USER004,REF-1280,
MV01428,ITM0045,WH005,OUT,-637,2024-08-10,USER007,REF-1428,
MV01498,ITM0087,WH002,ADJUSTMENT,-83,2024-08-10,USER005,ADJ-1498,Expired
MV02263,ITM0097,WH004,OUT,-87,2024-08-10,USER004,REF-2263,
MV02435,ITM0082,WH003,IN,75,2024-08-10,USER005,REF-2435,
MV02503,ITM0077,WH004,OUT,-15,2024-08-10,USER006,REF-2503,
MV02551,ITM0093,WH005,IN,31,2024-08-10,USER008,REF-2551,
MV02660,ITM0025,WH004,IN,40,2024-08-10,USER004,REF-2660,
MV00710,ITM0090,WH003,OUT,-42,2024-08-11,USER007,REF-710,
MV00767,ITM0011,WH001,OUT,-72,2024-08-11,USER005,REF-767,
MV00928,ITM0008,WH002,OUT,-2,2024-08-11,USER004,REF-928,
MV00990,ITM0010,WH005,IN,13,2024-08-11,USER004,REF-990,
MV01020,ITM0074,WH001,ADJUSTMENT,-19,2024-08-11,USER002,ADJ-1020,Lost
MV01412,ITM0099,WH001,ADJUSTMENT,-36,2024-08-11,USER008,ADJ-1412,Found
MV01834,ITM0049,WH001,IN,59,2024-08-11,USER006,REF-1834,
MV02245,ITM0085,WH001,ADJUSTMENT,-98,2024-08-11,USER004,ADJ-2245,Expired
MV02759,ITM0022,WH004,IN,39,2024-08-11,USER005,REF-2759,
MV00666,ITM0044,WH002,ADJUSTMENT,-68,2024-08-12,USER002,ADJ-666,Lost
MV01705,ITM0022,WH003,OUT,-87,2024-08-12,USER003,REF-1705,
MV01741,ITM0050,WH002,ADJUSTMENT,-14,2024-08-12,USER007,ADJ-1741,Damage
MV01938,ITM0078,WH004,ADJUSTMENT,-51,2024-08-12,USER007,ADJ-1938,Found
MV01990,ITM0059,WH002,OUT,-93,2024-08-12,USER006,REF-1990,
MV02260,ITM0078,WH001,ADJUSTMENT,-78,2024-08-12,USER007,ADJ-2260,Lost
MV02887,ITM0032,WH001,OUT,-92,2024-08-12,USER008,REF-2887,
MV02925,ITM0031,WH003,IN,32,2024-08-12,USER005,REF-2925,
MV00657,ITM0061,WH001,ADJUSTMENT,-25,2024-08-13,USER006,ADJ-657,Lost
MV00992,ITM0015,WH001,ADJUSTMENT,-67,2024-08-13,USER007,ADJ-992,Expired
MV01544,ITM0078,WH003,IN,22,2024-08-13,USER002,REF-1544,
MV01796,ITM0050,WH004,IN,1,2024-08-13,USER002,REF-1796,
MV01807,ITM0100,WH001,IN,5,2024-08-13,USER007,REF-1807,
MV02109,ITM0064,WH002,IN,211,2024-08-13,USER001,REF-2109,
MV02451,ITM0061,WH001,OUT,-25,2024-08-13,USER001,REF-2451,
MV02661,ITM0017,WH005,IN,84,2024-08-13,USER006,REF-2661,
MV00143,ITM0041,WH001,IN,64,2024-08-14,USER003,REF-143,
MV00873,ITM0090,WH001,IN,66,2024-08-14,USER007,REF-873,
MV01576,ITM0081,WH004,IN,16,2024-08-14,USER004,REF-1576,
MV02081,ITM0014,WH001,OUT,-76,2024-08-14,USER003,REF-2081,
MV02858,ITM0085,WH003,OUT,-3,2024-08-14,USER002,REF-2858,
MV00035,ITM0068,WH005,ADJUSTMENT,-364,2024-08-15,USER007,ADJ-35,Lost
MV00483,ITM0026,WH001,OUT,-7,2024-08-15,USER002,REF-483,
MV00789,ITM0069,WH002,ADJUSTMENT,-11,2024-08-15,USER001,ADJ-789,Expired
MV01452,ITM0026,WH003,OUT,-97,2024-08-15,USER008,REF-1452,
MV01532,ITM0088,WH005,IN,9,2024-08-15,USER002,REF-1532,
MV01534,ITM0091,WH003,IN,90,2024-08-15,USER001,REF-1534,
MV02012,ITM0082,WH005,ADJUSTMENT,-42,2024-08-15,USER002,ADJ-2012,Damage
MV02384,ITM0098,WH004,ADJUSTMENT,-80,2024-08-15,USER007,ADJ-2384,Lost
MV02564,ITM0044,WH005,ADJUSTMENT,-89,2024-08-15,USER008,ADJ-2564,Damage
MV02652,ITM0036,WH003,OUT,-487,2024-08-15,USER005,REF-2652,
MV00810,ITM0061,WH005,ADJUSTMENT,-28,2024-08-16,USER004,ADJ-810,Damage
MV00815,ITM0022,WH005,ADJUSTMENT,-1,2024-08-16,USER004,ADJ-815,Recount
MV00827,ITM0077,WH005,OUT,-14,2024-08-16,USER006,REF-827,
MV01301,ITM0083,WH005,IN,440,2024-08-16,USER008,REF-1301,
MV01719,ITM0046,WH002,IN,11,2024-08-16,USER005,REF-1719,
MV01797,ITM0099,WH003,ADJUSTMENT,-28,2024-08-16,USER008,ADJ-1797,Recount
MV02042,ITM0013,WH005,IN,65,2024-08-16,USER007,REF-2042,
MV02470,ITM0024,WH005,IN,68,2024-08-16,USER008,REF-2470,
MV00404,ITM0070,WH002,OUT,-87,2024-08-17,USER001,REF-404,
MV00635,ITM0084,WH003,IN,76,2024-08-17,USER006,REF-635,
MV00644,ITM0086,WH005,IN,51,2024-08-17,USER006,REF-644,
MV00970,ITM0012,WH001,ADJUSTMENT,-36,2024-08-17,USER001,ADJ-970,Found
MV01205,ITM0080,WH003,IN,77,2024-08-17,USER008,REF-1205,
MV01342,ITM0069,WH001,IN,59,2024-08-17,USER005,REF-1342,
MV01919,ITM0075,WH005,IN,61,2024-08-17,USER007,REF-1919,
MV00259,ITM0004,WH002,OUT,-21,2024-08-18,USER008,REF-259,
MV00406,ITM0093,WH002,ADJUSTMENT,-67,2024-08-18,USER008,ADJ-406,Lost
MV00630,ITM0009,WH001,OUT,-3,2024-08-18,USER005,REF-630,
MV00799,ITM0078,WH004,OUT,-45,2024-08-18,USER004,REF-799,
MV02718,ITM0059,WH002,OUT,-19,2024-08-18,USER002,REF-2718,
MV02823,ITM0097,WH005,IN,547,2024-08-18,USER002,REF-2823,
MV00196,ITM0005,WH002,IN,19,2024-08-19,USER008,REF-196,
MV01142,ITM0016,WH003,ADJUSTMENT,-21,2024-08-19,USER004,ADJ-1142,Found
MV01226,ITM0052,WH004,ADJUSTMENT,-64,2024-08-19,USER003,ADJ-1226,Damage
MV02136,ITM0007,WH004,IN,14,2024-08-19,USER001,REF-2136,
MV00400,ITM0076,WH001,OUT,-7,2024-08-20,USER004,REF-400,
MV00451,ITM0089,WH001,ADJUSTMENT,-73,2024-08-20,USER001,ADJ-451,Found
MV01096,ITM0034,WH004,IN,311,2024-08-20,USER005,REF-1096,
MV01449,ITM0055,WH005,OUT,-42,2024-08-20,USER001,REF-1449,
MV01604,ITM0063,WH001,OUT,-63,2024-08-20,USER008,REF-1604,
MV02020,ITM0072,WH005,ADJUSTMENT,-207,2024-08-20,USER002,ADJ-2020,Expired
MV02327,ITM0057,WH002,OUT,-64,2024-08-20,USER006,REF-2327,
MV02768,ITM0004,WH002,OUT,-65,2024-08-20,USER005,REF-2768,
MV02970,ITM0010,WH001,OUT,-8,2024-08-20,USER006,REF-2970,
MV00288,ITM0077,WH005,ADJUSTMENT,-73,2024-08-21,USER003,ADJ-288,Damage
MV00290,ITM0045,WH004,OUT,-5,2024-08-21,USER003,REF-290,
MV00898,ITM0041,WH003,IN,35,2024-08-21,USER003,REF-898,
MV01639,ITM0019,WH003,ADJUSTMENT,-50,2024-08-21,USER008,ADJ-1639,Recount
MV01648,ITM0005,WH001,IN,74,2024-08-21,USER008,REF-1648,
MV01754,ITM0055,WH005,ADJUSTMENT,-34,2024-08-21,USER003,ADJ-1754,Lost
MV01908,ITM0043,WH005,ADJUSTMENT,-8,2024-08-21,USER007,ADJ-1908,Lost
MV02237,ITM0021,WH004,IN,39,2024-08-21,USER006,REF-2237,
MV00257,ITM0058,WH004,OUT,-35,2024-08-22,USER002,REF-257,
MV00609,ITM0052,WH003,OUT,-33,2024-08-22,USER005,REF-609,
MV00739,ITM0063,WH002,OUT,-486,2024-08-22,USER001,REF-739,
MV01219,ITM0100,WH001,ADJUSTMENT,-76,2024-08-22,USER004,ADJ-1219,Damage
MV01225,ITM0069,WH005,ADJUSTMENT,-32,2024-08-22,USER006,ADJ-1225,Expired
MV01886,ITM0058,WH005,OUT,-18,2024-08-22,USER003,REF-1886,
MV02862,ITM0048,WH004,IN,33,2024-08-22,USER002,REF-2862,
MV00153,ITM0089,WH005,IN,6,2024-08-23,USER001,REF-153,
MV00605,ITM0043,WH003,IN,34,2024-08-23,USER002,REF-605,
MV01239,ITM0059,WH005,OUT,-63,2024-08-23,USER006,REF-1239,
MV02433,ITM0100,WH004,OUT,-7,2024-08-23,USER006,REF-2433,
MV02480,ITM0093,WH001,OUT,-98,2024-08-23,USER004,REF-2480,
MV02513,ITM0099,WH001,IN,78,2024-08-23,USER001,REF-2513,
MV02928,ITM0041,WH004,IN,98,2024-08-23,USER002,REF-2928,
MV00865,ITM0033,WH002,OUT,-52,2024-08-24,USER004,REF-865,
MV01158,ITM0038,WH004,OUT,-73,2024-08-24,USER007,REF-1158,
MV01180,ITM0067,WH002,OUT,-97,2024-08-24,USER002,REF-1180,
MV01224,ITM0006,WH001,IN,56,2024-08-24,USER005,REF-1224,
MV01679,ITM0005,WH003,ADJUSTMENT,-66,2024-08-24,USER001,ADJ-1679,Recount
MV01799,ITM0018,WH004,ADJUSTMENT,-25,2024-08-24,USER004,ADJ-1799,Recount
MV01838,ITM0004,WH002,ADJUSTMENT,-96,2024-08-24,USER008,ADJ-1838,Found
MV02734,ITM0003,WH003,IN,47,2024-08-24,USER002,REF-2734,
MV02751,ITM0016,WH004,ADJUSTMENT,-19,2024-08-24,USER006,ADJ-2751,Expired
MV02814,ITM0025,WH003,IN,245,2024-08-24,USER008,REF-2814,
MV01322,ITM0061,WH004,IN,16,2024-08-25,USER008,REF-1322,
MV02873,ITM0079,WH001,ADJUSTMENT,-83,2024-08-25,USER004,ADJ-2873,Found
MV00088,ITM0088,WH003,ADJUSTMENT,-69,2024-08-26,USER006,ADJ-88,Found
MV00575,ITM0009,WH002,OUT,-62,2024-08-26,USER001,REF-575,
MV00696,ITM0067,WH003,OUT,-48,2024-08-26,USER005,REF-696,
MV00953,ITM0014,WH001,ADJUSTMENT,-49,2024-08-26,USER002,ADJ-953,Found
MV01126,ITM0002,WH001,ADJUSTMENT,-61,2024-08-26,USER004,ADJ-1126,Expired
MV01932,ITM0008,WH001,ADJUSTMENT,-31,2024-08-26,USER005,ADJ-1932,Damage
MV02539,ITM0078,WH005,ADJUSTMENT,-50,2024-08-26,USER006,ADJ-2539,Damage
MV00055,ITM0098,WH004,IN,4,2024-08-27,USER008,REF-55,
MV00160,ITM0096,WH002,ADJUSTMENT,-95,2024-08-27,USER003,ADJ-160,Found
MV00391,ITM0069,WH002,ADJUSTMENT,-36,2024-08-27,USER005,ADJ-391,Found
MV01429,ITM0023,WH005,OUT,-35,2024-08-27,USER004,REF-1429,
MV01848,ITM0022,WH003,ADJUSTMENT,-46,2024-08-27,USER002,ADJ-1848,Expired
MV02381,ITM0032,WH004,OUT,-28,2024-08-27,USER007,REF-2381,
MV00285,ITM0031,WH002,ADJUSTMENT,-34,2024-08-28,USER005,ADJ-285,Lost
MV01247,ITM0088,WH004,IN,72,2024-08-28,USER004,REF-1247,
MV01793,ITM0076,WH005,IN,212,2024-08-28,USER004,REF-1793,
MV02325,ITM0055,WH001,IN,30,2024-08-28,USER007,REF-2325,
MV02960,ITM0006,WH004,OUT,-52,2024-08-28,USER008,REF-2960,
MV00030,ITM0041,WH002,ADJUSTMENT,-53,2024-08-29,USER002,ADJ-30,Lost
MV00037,ITM0034,WH001,OUT,-82,2024-08-29,USER004,REF-37,
MV00139,ITM0089,WH003,OUT,-50,2024-08-29,USER002,REF-139,
MV00236,ITM0071,WH001,IN,32,2024-08-29,USER003,REF-236,
MV00422,ITM0013,WH002,IN,14,2024-08-29,USER006,REF-422,
MV00491,ITM0036,WH001,OUT,-79,2024-08-29,USER005,REF-491,
MV01123,ITM0080,WH005,OUT,-14,2024-08-29,USER008,REF-1123,
MV01854,ITM0083,WH002,OUT,-404,2024-08-29,USER005,REF-1854,
MV02672,ITM0094,WH005,OUT,-90,2024-08-29,USER004,REF-2672,
MV00881,ITM0017,WH005,IN,99,2024-08-30,USER006,REF-881,
MV01008,ITM0079,WH005,IN,62,2024-08-30,USER007,REF-1008,
MV01084,ITM0085,WH002,IN,41,2024-08-30,USER008,REF-1084,
MV01379,ITM0036,WH002,IN,58,2024-08-30,USER007,REF-1379,
MV01408,ITM0011,WH004,IN,46,2024-08-30,USER007,REF-1408,
MV01499,ITM0050,WH004,OUT,-5,2024-08-30,USER006,REF-1499,
MV01865,ITM0078,WH001,ADJUSTMENT,-19,2024-08-30,USER002,ADJ-1865,Found
MV02741,ITM0033,WH002,IN,39,2024-08-30,USER007,REF-2741,
MV02913,ITM0018,WH003,ADJUSTMENT,-92,2024-08-30,USER007,ADJ-2913,Recount
MV00021,ITM0036,WH002,IN,29,2024-08-31,USER007,REF-21,
MV00102,ITM0030,WH001,ADJUSTMENT,-9,2024-08-31,USER007,ADJ-102,Lost
MV00133,ITM0063,WH002,IN,73,2024-08-31,USER002,REF-133,
MV00175,ITM0062,WH003,OUT,-59,2024-08-31,USER005,REF-175,
MV01623,ITM0035,WH005,IN,326,2024-08-31,USER003,REF-1623,
MV01888,ITM0074,WH004,OUT,-45,2024-08-31,USER006,REF-1888,
MV01911,ITM0086,WH003,ADJUSTMENT,-100,2024-08-31,USER007,ADJ-1911,Recount
MV01943,ITM0010,WH003,ADJUSTMENT,-84,2024-08-31,USER006,ADJ-1943,Found
MV02026,ITM0006,WH005,IN,383,2024-08-31,USER004,REF-2026,
MV02477,ITM0007,WH004,OUT,-34,2024-08-31,USER006,REF-2477,
MV00067,ITM0040,WH004,IN,15,2024-09-01,USER005,REF-67,
MV00178,ITM0036,WH001,ADJUSTMENT,-13,2024-09-01,USER008,ADJ-178,Lost
MV00407,ITM0089,WH004,IN,23,2024-09-01,USER006,REF-407,
MV00511,ITM0063,WH004,ADJUSTMENT,-89,2024-09-01,USER004,ADJ-511,Lost
MV00637,ITM0091,WH001,OUT,-6,2024-09-01,USER002,REF-637,
MV01269,ITM0077,WH005,ADJUSTMENT,-19,2024-09-01,USER007,ADJ-1269,Expired
MV01273,ITM0083,WH005,OUT,-66,2024-09-01,USER002,REF-1273,
MV01310,ITM0004,WH001,IN,98,2024-09-01,USER004,REF-1310,
MV02096,ITM0020,WH005,IN,14,2024-09-01,USER006,REF-2096,
MV02212,ITM0087,WH004,IN,64,2024-09-01,USER004,REF-2212,
MV02575,ITM0025,WH002,OUT,-10,2024-09-01,USER003,REF-2575,
MV02674,ITM0064,WH001,ADJUSTMENT,-17,2024-09-01,USER001,ADJ-2674,Lost
MV02799,ITM0029,WH001,ADJUSTMENT,-73,2024-09-01,USER001,ADJ-2799,Recount
MV00074,ITM0086,WH003,OUT,-61,2024-09-02,USER005,REF-74,
MV00099,ITM0014,WH002,ADJUSTMENT,-32,2024-09-02,USER008,ADJ-99,Recount
MV00615,ITM0020,WH001,OUT,-88,2024-09-02,USER003,REF-615,
MV01189,ITM0016,WH003,ADJUSTMENT,-46,2024-09-02,USER003,ADJ-1189,Recount
MV01507,ITM0065,WH003,IN,94,2024-09-02,USER001,REF-1507,
MV01593,ITM0046,WH001,IN,51,2024-09-02,USER006,REF-1593,
MV01971,ITM0074,WH005,OUT,-15,2024-09-02,USER006,REF-1971,
MV02088,ITM0031,WH001,ADJUSTMENT,-71,2024-09-02,USER007,ADJ-2088,Recount
MV02385,ITM0012,WH003,ADJUSTMENT,-66,2024-09-02,USER005,ADJ-2385,Recount
MV02765,ITM0059,WH001,ADJUSTMENT,-298,2024-09-02,USER005,ADJ-2765,Found
MV02902,ITM0010,WH002,ADJUSTMENT,-11,2024-09-02,USER005,ADJ-2902,Recount
MV01125,ITM0035,WH001,OUT,-32,2024-09-03,USER002,REF-1125,
MV01188,ITM0008,WH001,ADJUSTMENT,-25,2024-09-03,USER006,ADJ-1188,Expired
MV01214,ITM0068,WH001,ADJUSTMENT,-44,2024-09-03,USER003,ADJ-1214,Lost
MV01355,ITM0006,WH003,OUT,-60,2024-09-03,USER003,REF-1355,
MV01357,ITM0047,WH003,ADJUSTMENT,-96,2024-09-03,USER008,ADJ-1357,Expired
MV01920,ITM0058,WH005,OUT,-25,2024-09-03,USER006,REF-1920,
MV02006,ITM0033,WH001,OUT,-70,2024-09-03,USER003,REF-2006,
MV02140,ITM0043,WH005,ADJUSTMENT,-74,2024-09-03,USER008,ADJ-2140,Lost
MV02735,ITM0052,WH003,OUT,-26,2024-09-03,USER008,REF-2735,
MV02810,ITM0004,WH005,OUT,-83,2024-09-03,USER006,REF-2810,
MV02952,ITM0081,WH005,ADJUSTMENT,-3,2024-09-03,USER004,ADJ-2952,Recount
MV00144,ITM0063,WH005,OUT,-26,2024-09-04,USER006,REF-144,
MV00746,ITM0031,WH001,IN,514,2024-09-04,USER005,REF-746,
MV01324,ITM0011,WH005,ADJUSTMENT,-91,2024-09-04,USER005,ADJ-1324,Found
MV01385,ITM0018,WH003,OUT,-67,2024-09-04,USER004,REF-1385,
MV01574,ITM0073,WH003,IN,13,2024-09-04,USER005,REF-1574,
MV02901,ITM0087,WH003,ADJUSTMENT,-91,2024-09-04,USER001,ADJ-2901,Found
MV00029,ITM0090,WH004,ADJUSTMENT,-50,2024-09-05,USER007,ADJ-29,Recount
MV00262,ITM0026,WH005,IN,78,2024-09-05,USER002,REF-262,
MV00410,ITM0027,WH003,IN,47,2024-09-05,USER007,REF-410,
MV00428,ITM0092,WH005,IN,23,2024-09-05,USER005,REF-428,
MV00674,ITM0076,WH005,IN,60,2024-09-05,USER005,REF-674,
MV00731,ITM0027,WH005,IN,25,2024-09-05,USER001,REF-731,
MV00824,ITM0043,WH004,IN,37,2024-09-05,USER008,REF-824,
MV01257,ITM0066,WH004,IN,30,2024-09-05,USER005,REF-1257,
MV01600,ITM0049,WH003,OUT,-2,2024-09-05,USER007,REF-1600,
MV01696,ITM0048,WH001,ADJUSTMENT,-17,2024-09-05,USER005,ADJ-1696,Recount
MV02003,ITM0093,WH001,ADJUSTMENT,-22,2024-09-05,USER008,ADJ-2003,Recount
MV02874,ITM0024,WH002,ADJUSTMENT,-38,2024-09-05,USER003,ADJ-2874,Found
MV00016,ITM0097,WH005,ADJUSTMENT,-89,2024-09-06,USER003,ADJ-16,Recount
MV01242,ITM0068,WH005,IN,32,2024-09-06,USER002,REF-1242,
MV01708,ITM0094,WH001,ADJUSTMENT,-99,2024-09-06,USER002,ADJ-1708,Found
MV01784,ITM0017,WH001,ADJUSTMENT,-38,2024-09-06,USER006,ADJ-1784,Lost
MV01870,ITM0059,WH005,IN,37,2024-09-06,USER006,REF-1870,
MV01895,ITM0039,WH005,ADJUSTMENT,-72,2024-09-06,USER002,ADJ-1895,Expired
MV01900,ITM0075,WH001,OUT,-35,2024-09-06,USER003,REF-1900,
MV02426,ITM0100,WH001,ADJUSTMENT,-32,2024-09-06,USER001,ADJ-2426,Expired
MV02567,ITM0065,WH002,OUT,-60,2024-09-06,USER007,REF-2567,
MV00191,ITM0083,WH003,OUT,-67,2024-09-07,USER002,REF-191,
MV00274,ITM0075,WH002,IN,93,2024-09-07,USER008,REF-274,
MV00443,ITM0016,WH001,ADJUSTMENT,-61,2024-09-07,USER004,ADJ-443,Found
MV00551,ITM0029,WH004,OUT,-56,2024-09-07,USER007,REF-551,
MV02369,ITM0019,WH003,ADJUSTMENT,-694,2024-09-07,USER008,ADJ-2369,Found
MV01564,ITM0027,WH002,IN,66,2024-09-08,USER003,REF-1564,
MV01981,ITM0031,WH003,IN,61,2024-09-08,USER001,REF-1981,
MV02028,ITM0093,WH003,IN,497,2024-09-08,USER008,REF-2028,
MV02093,ITM0078,WH003,ADJUSTMENT,-73,2024-09-08,USER008,ADJ-2093,Found
MV02113,ITM0066,WH005,ADJUSTMENT,-25,2024-09-08,USER002,ADJ-2113,Found
MV02533,ITM0053,WH002,ADJUSTMENT,-8,2024-09-08,USER003,ADJ-2533,Damage
MV02636,ITM0031,WH001,IN,87,2024-09-08,USER005,REF-2636,
MV00092,ITM0042,WH002,ADJUSTMENT,-85,2024-09-09,USER001,ADJ-92,Found
MV00223,ITM0046,WH004,IN,69,2024-09-09,USER006,REF-223,
MV00909,ITM0064,WH002,OUT,-24,2024-09-09,USER008,REF-909,
MV01312,ITM0016,WH004,ADJUSTMENT,-93,2024-09-09,USER008,ADJ-1312,Recount
MV01866,ITM0063,WH001,ADJUSTMENT,-53,2024-09-09,USER002,ADJ-1866,Recount
MV02155,ITM0089,WH001,OUT,-87,2024-09-09,USER005,REF-2155,
MV02552,ITM0030,WH004,IN,6,2024-09-09,USER005,REF-2552,
MV02597,ITM0052,WH001,ADJUSTMENT,-14,2024-09-09,USER005,ADJ-2597,Expired
MV02753,ITM0079,WH004,OUT,-65,2024-09-09,USER003,REF-2753,
MV02962,ITM0009,WH002,IN,80,2024-09-09,USER002,REF-2962,
MV00304,ITM0047,WH004,IN,64,2024-09-10,USER008,REF-304,
MV00374,ITM0099,WH004,IN,13,2024-09-10,USER006,REF-374,
MV00589,ITM0018,WH004,OUT,-97,2024-09-10,USER008,REF-589,
MV00709,ITM0023,WH005,OUT,-29,2024-09-10,USER003,REF-709,
MV01328,ITM0003,WH001,ADJUSTMENT,-6,2024-09-10,USER005,ADJ-1328,Damage
MV01667,ITM0001,WH003,OUT,-7,2024-09-10,USER006,REF-1667,
MV01690,ITM0016,WH004,ADJUSTMENT,-87,2024-09-10,USER006,ADJ-1690,Expired
MV01910,ITM0046,WH005,ADJUSTMENT,-11,2024-09-10,USER006,ADJ-1910,Expired
MV00194,ITM0093,WH001,IN,53,2024-09-11,USER004,REF-194,
MV00271,ITM0011,WH001,IN,574,2024-09-11,USER001,REF-271,
MV00429,ITM0020,WH004,ADJUSTMENT,-28,2024-09-11,USER001,ADJ-429,Lost
MV00948,ITM0034,WH004,IN,27,2024-09-11,USER005,REF-948,
MV01086,ITM0057,WH005,IN,95,2024-09-11,USER007,REF-1086,
MV01698,ITM0081,WH003,ADJUSTMENT,-66,2024-09-11,USER003,ADJ-1698,Damage
MV02264,ITM0095,WH001,ADJUSTMENT,-15,2024-09-11,USER007,ADJ-2264,Found
MV02544,ITM0018,WH002,IN,449,2024-09-11,USER002,REF-2544,
MV02605,ITM0085,WH005,OUT,-75,2024-09-11,USER003,REF-2605,
MV00717,ITM0092,WH001,OUT,-18,2024-09-12,USER005,REF-717,
MV00838,ITM0087,WH001,IN,71,2024-09-12,USER006,REF-838,
MV01045,ITM0080,WH005,OUT,-56,2024-09-12,USER001,REF-1045,
MV01135,ITM0034,WH005,ADJUSTMENT,-79,2024-09-12,USER003,ADJ-1135,Damage
MV01916,ITM0048,WH003,IN,49,2024-09-12,USER004,REF-1916,
MV02390,ITM0043,WH004,ADJUSTMENT,-84,2024-09-12,USER006,ADJ-2390,Lost
MV02405,ITM0003,WH002,IN,8,2024-09-12,USER007,REF-2405,
MV02478,ITM0004,WH003,ADJUSTMENT,-18,2024-09-12,USER001,ADJ-2478,Found
MV02727,ITM0004,WH002,ADJUSTMENT,-76,2024-09-12,USER005,ADJ-2727,Expired
MV02754,ITM0030,WH002,IN,78,2024-09-12,USER007,REF-2754,
MV00185,ITM0063,WH005,OUT,-39,2024-09-13,USER002,REF-185,
MV01178,ITM0035,WH001,IN,76,2024-09-13,USER001,REF-1178,
MV02137,ITM0018,WH003,OUT,-66,2024-09-13,USER008,REF-2137,
MV02860,ITM0029,WH003,OUT,-23,2024-09-13,USER007,REF-2860,
MV02906,ITM0044,WH003,OUT,-92,2024-09-13,USER006,REF-2906,
MV02932,ITM0097,WH002,IN,82,2024-09-13,USER006,REF-2932,
MV00230,ITM0070,WH005,ADJUSTMENT,-40,2024-09-14,USER004,ADJ-230,Expired
MV01730,ITM0003,WH003,IN,84,2024-09-14,USER003,REF-1730,
MV00065,ITM0079,WH004,OUT,-426,2024-09-15,USER006,REF-65,
MV00090,ITM0028,WH003,ADJUSTMENT,-96,2024-09-15,USER002,ADJ-90,Damage
MV01012,ITM0066,WH005,IN,69,2024-09-15,USER008,REF-1012,
MV01241,ITM0025,WH004,OUT,-76,2024-09-15,USER001,REF-1241,
MV01251,ITM0073,WH002,ADJUSTMENT,-26,2024-09-15,USER001,ADJ-1251,Recount
MV01384,ITM0087,WH002,OUT,-2,2024-09-15,USER001,REF-1384,
MV00182,ITM0079,WH005,IN,25,2024-09-16,USER006,REF-182,
MV01038,ITM0054,WH005,OUT,-82,2024-09-16,USER002,REF-1038,
MV01133,ITM0044,WH003,OUT,-60,2024-09-16,USER003,REF-1133,
MV01146,ITM0014,WH005,IN,84,2024-09-16,USER002,REF-1146,
